LOOKUP_ID,FUND_IN_UNIVERSE,UNCOVERED_FUNDS,FUND_FINANCED_CARBON_EMISSIONS,FUND_FINANCED_CARBON_EMISSIONS_COVERAGE,FUND_CARBON_EMISSIONS_SCOPE_3_DOWN_EVIC_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_DOWN_EVIC_INTEN_COV,FUND_CARBON_EMISSIONS_SCOPE_3_TOT_EVIC_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_TOT_EVIC_INTEN_COV,FUND_CARBON_EMISSIONS_SCOPE_3_UPST_EVIC_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_UPST_EVIC_INTEN_COV,FUND_FOSS_FUEL_SECT_EXP_PCT,FUND_FOSSIL_FUEL_REVENUES_PCT,FUND_GREEN_REVENUES_PCT,FUND_GREEN_FFB_REV_RATIO,FUND_OIL_GAS_ANY_TIE,FUND_EXP_TO_OG_REV_REFINING,FUND_THERMAL_COAL_ANY_TIE,FUND_WEIGHTED_AVG_CARBON_INTEN,FUND_WEIGHTED_AVG_CARBON_INTEN_COVERAGE,FUND_CARBON_EMISSIONS_SCOPE_3_DOWN_SALES_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_DOWN_SALES_INTEN_COV,FUND_CARBON_EMISSIONS_SCOPE_3_TOTAL_SALES_INTEN,FUND_CARBON_EMISSIONS_SCOPE_3_TOTAL_SALES_INTEN_COV,FUND_CARBON_EMISSIONS_SCOPE_3_UPST_INTEN_PROF,FUND_CARBON_EMISSIONS_SCOPE_3_UPST_INTEN_PROF_COV,FUND_WEIGHTED_AVG_SOV_CARBON_INTEN,FUND_WEIGHTED_AVG_SOV_CARBON_INTEN_COVERAGE,FUND_IMPLIED_TEMP_RISE_OVERSHOOT,FUND_IMPLIED_TEMP_RISE_BUDGET,FUND_IMPLIED_TEMP_RISE,FUND_IMPLIED_TEMP_RISE_COVERAGE,FUND_PERC_LOW_CARB_VALUE_COV,FUND_CBN_LCT_MGMT_SCORE_QUART_1,FUND_CARBON_EMISSIONS_CLEANER_ENERGY_SOURCES,FUND_PERC_LOW_CARB_VALUE
UFD000000001522471,TRUE,TRUE,16.34172106,20.4393099,271.8491708,20.4393099,329.0442764,20.4393099,57.19510558,20.4393099,2.854426586,0.98393859,0.57388246,0.583250282,2.854426586,0.53007173,0.086143022,38.4104693,28.00926208,1176.382068,27.12880821,1337.500035,27.12880821,161.1179668,27.12880821,254.4957125,13.95014534,3924.542049,6219.929986,2.6,20.4393099,18.89654008,20.65735028,27.02339763,6.99583173
UFD000000001478095,TRUE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,788.8396026,96.2138982,null,null,null,null,0,0,0,null
UFD000000001338072,TRUE,TRUE,79.05520774,55.20673745,51.46844677,55.20673745,134.0404472,55.20673745,82.57200039,55.20673745,1.962126533,1.14081182,16.74309403,14.67647314,1.962126533,1.14081182,0,160.7550309,60.11175745,118.4878317,60.11175745,345.6518124,60.11175745,227.1639807,60.11175745,235.7713239,28.8984967,-45.38884661,9136.20894,2,42.46259523,11.38693226,19.68863193,46.36442569,13.03867708
UFD000000001478973,TRUE,TRUE,101.2776751,80.11067301,354.7489951,79.72920308,483.813931,79.72920308,129.0649359,79.72920308,21.55598372,2.61332668,3.01508167,1.153733168,21.55598372,0.73527842,1.261326287,161.1527225,90.01129398,547.8270061,89.57713209,760.0998731,89.57713209,212.2728671,89.57713209,null,0,7417.819154,14817.52275,2.5,78.489053,33.8921664,35.77824041,72.41158189,11.66209506
UFD000000001298447,FALSE,TRUE,165.2627608,10.26981188,744.2452204,10.13595684,889.9403017,10.13595684,145.6950814,10.13595684,3.236009214,1.59020392,0.43698899,0.274800599,2.912726234,0.27095009,1.088073555,595.9247268,10.27738844,1492.129278,10.2374064,1799.332496,10.2374064,307.2032181,10.2374064,788.2293614,39.19476152,31145.86515,14407.2959,3.9,10.1967716,2.196056428,2.239248191,7.912409337,7.48368853
UFD000000001510190,TRUE,TRUE,116.8739475,66.49340567,672.35333,66.16452734,870.3267903,66.16452734,197.9734604,66.16452734,16.16922751,7.9962352,2.16056525,0.270197811,16.16922751,2.19476645,0.467011178,302.4927919,79.0002503,1210.977575,77.38761345,1484.156718,77.38761345,273.1791429,77.38761345,180.07409,0.516864685,-127398.9625,162174.768,1.4,64.9330563,41.68763116,26.70474209,58.87373232,6.80233206
UFD000000001439344,TRUE,TRUE,66.59206993,87.8485,99.38826413,87.8485,175.7288317,87.8485,76.34056757,87.8485,0.2005,0.03051392,45.87158789,1503.300392,0,0,0.2005,348.4265711,87.8485,536.6118221,87.8485,963.9979874,87.8485,427.3861653,87.8485,null,0,8652.242503,4360.463648,3.7,87.8485,46.8375,52.1524,54.4827,52.9883215
UFD000000001488902,TRUE,TRUE,10.59074855,98.18756197,41.78423004,98.18756197,110.9657486,98.18756197,69.18151852,98.18756197,2.333990664,0,2.98089469,null,2.333990664,0,0,53.21107029,98.86630896,151.638751,98.74435569,366.4716792,98.74435569,214.8329282,98.74435569,180.07409,0.198765479,-2631.221413,7231.066312,1.8,98.18756197,82.50462966,77.41705965,90.63045129,4.35216802
UFD000000001525867,TRUE,TRUE,62.27777511,78.34654843,395.1247806,78.08064656,491.6906895,78.08064656,96.5659089,78.08064656,14.94770463,5.58343807,2.76110351,0.494516725,14.12619888,1.72924478,5.073035511,224.8816919,78.95305267,738.9233937,78.88065216,998.4991042,78.88065216,259.5757106,78.88065216,258.4903923,9.350865456,8269.13414,9615.001626,2.7,78.28074797,64.41645092,52.76566936,73.09751168,8.84726648
UFD000000001522605,TRUE,TRUE,80.03379737,30.6063004,277.7814896,30.35935216,413.5268849,30.35935216,135.7453953,30.35935216,5.095668855,1.47213111,1.13434239,0.770544405,4.981869491,0.69196811,1.08215138,107.3795557,38.50674078,624.9845213,37.77598652,845.0125883,37.77598652,220.028067,37.77598652,303.9308585,39.08818151,4741.799063,13161.94656,2.3,30.4751635,23.70050651,22.4652112,32.67978085,6.26722752
UFD000000001497067,TRUE,TRUE,38.07842668,97.82030407,134.5450376,97.54375396,297.0254049,97.54375396,162.4803673,97.54375396,5.46549287,0.61975529,6.98808167,11.27554985,5.46549287,0,0,84.41721842,97.82030407,211.0097196,97.54375396,493.4314538,97.54375396,282.4217342,97.54375396,null,0,1959.736255,12908.81504,2.2,97.54375396,55.20206448,35.8287457,93.07680379,10.25960485
UFD000000001524292,TRUE,TRUE,90.92900138,67.54810746,135.7534067,67.54810746,245.0191787,67.54810746,109.265772,67.54810746,0.86381065,0.00647858,3.69246552,569.9498223,0.86381065,0,0,146.7926199,82.26166566,287.5377002,82.26166566,533.2885495,82.26166566,245.7508494,82.26166566,226.6966652,7.990620634,-2825.985832,10719.78714,1.8,67.09789391,52.96067255,55.80048107,82.26166566,8.31887191
UFD000000001496118,FALSE,TRUE,108.3350677,49.04155096,73.36474435,49.04155096,178.2182787,49.04155096,104.8535343,49.04155096,0.885399115,0.81554112,1.55655154,1.908611966,0.885399115,0,0.885399115,310.3585529,49.04155096,216.4965984,49.04155096,614.7236827,49.04155096,398.2270843,49.04155096,null,0,8976.657238,7619.25403,3,49.04155096,9.307390693,8.913891086,38.41526158,4.36296947
UFD000000467335302,TRUE,TRUE,56.38174476,50.31307509,327.2907169,49.68637226,437.6478064,49.68637226,110.3570895,49.68637226,6.238054529,1.86389949,1.83023198,0.981937057,6.180661746,0.61926225,1.734488406,140.399983,53.08965159,535.5381155,52.18145037,772.6811979,52.18145037,237.1430824,52.18145037,415.6178789,7.642287604,5784.091011,10474.42045,2.5,49.73335275,40.33206204,34.56736123,49.76340669,5.46018269
UFD000000001541180,TRUE,TRUE,46.36287086,68.58448512,328.5608321,68.31349816,423.8164838,68.31349816,95.2556517,68.31349816,10.58572756,2.74490646,2.22835022,0.811812808,10.47949161,0.92820435,1.72625815,143.5347145,72.58758275,514.7211835,72.34804928,745.9420344,72.34804928,231.2208509,72.34804928,345.1320009,7.821255371,7673.27132,9660.964774,2.7,68.12490076,55.27311848,45.09000176,65.82602327,6.0107589
UFD000000486443151,FALSE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,788.8396026,0.40319634,null,null,null,null,0,0,0,null
UFD000000001569474,FALSE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,788.8396026,50.56256729,null,null,null,null,0,0,0,null
UFD000000001574734,TRUE,TRUE,42.96803112,95.0113941,304.9099901,95.0113941,452.6513239,95.0113941,147.7413338,95.0113941,11.1051227,0.14489515,4.85964877,33.53907132,8.456731918,0,6.316401004,69.52077755,95.0113941,451.904441,95.0113941,703.1714479,95.0113941,251.2670069,95.0113941,null,0,6565.007615,13856.1109,2.4,95.0113941,78.87906855,54.48789546,83.83767682,9.15845594
UFD000000001570626,TRUE,TRUE,47.14923906,95.67233019,308.7816211,95.67233019,426.3349707,95.67233019,117.5533496,95.67233019,10.96063335,3.50122956,4.2772319,1.221637093,10.96063335,1.98558562,1.356570619,99.42515282,95.67233019,540.8874903,95.67233019,810.8423142,95.67233019,269.9548238,95.67233019,788.8396026,0.686003064,-1367.380465,11710.45186,2,95.67233019,84.79421307,77.1656407,95.67233019,12.43121834
UFD000000267533924,TRUE,TRUE,48.01436515,32.86858533,287.9275709,31.89869335,377.7386333,31.89869335,89.81106238,31.89869335,4.147066304,1.22679189,1.63790161,1.335109584,4.07648421,0.4996533,1.598767675,100.5090242,42.05276628,484.3947332,40.77395049,672.4933783,40.77395049,188.0986451,40.77395049,142.8666517,38.88942988,4858.118682,9838.841351,2.5,31.88264564,23.49789649,24.46818215,37.1485473,7.44782825
UFD000000377874109,FALSE,TRUE,21.61911455,29.83020987,103.7879833,29.70780556,162.138883,29.70780556,58.35089964,29.70780556,1.469954088,0.23455183,1.14880878,4.897888795,1.466691981,0.08647473,0.291040688,69.95716944,32.77710505,286.5097355,32.56911416,491.1756569,32.56911416,204.6659215,32.56911416,378.8623897,10.15081578,667.0461627,6188.551127,2.1,29.69701657,23.08731806,22.23851211,30.12155492,3.19336914
UFD000000320134226,TRUE,TRUE,51.84520713,51.8576849,166.2129927,51.7472444,276.1565694,51.7472444,109.9435767,51.7472444,5.35029447,0.6030338,6.13333205,10.17079316,5.253764843,0.01035977,2.669355881,136.4344007,63.66780414,355.5253537,61.22556056,611.3582836,61.22556056,255.83293,61.22556056,201.2733621,7.448142585,2076.314747,9155.547077,2.2,51.80420544,41.44210107,40.24104935,57.97186829,11.61753693
UFD000000319537450,TRUE,TRUE,30.37639254,72.64514529,207.2438141,72.64514529,284.9919213,72.64514529,77.74810714,72.64514529,0.761801524,0.11716507,16.09817431,137.3973857,0,0,0.761801524,144.6243844,72.84294569,500.5228272,72.84294569,857.4380443,72.84294569,356.9152172,72.84294569,829.2975619,9.02991806,9267.38575,4706.840508,3.6,72.64514529,41.88678377,37.6500753,47.33859468,31.33083841
UFD000000321283704,TRUE,TRUE,69.7818208,86.94798695,512.3270318,86.94798695,567.0228916,86.94798695,54.69585979,86.94798695,8.068108068,5.05594309,18.51121666,3.661278683,6.868706869,0,8.068108068,302.7543039,86.94798695,1621.89016,86.94798695,1964.408676,86.94798695,342.5185159,86.94798695,null,0,17718.25503,4388.61856,5.3,86.94798695,48.6015486,23.25922326,59.99325999,32.19228726
UFD000000336031964,TRUE,TRUE,4.68604071,94.8993,47.78299548,94.8993,87.55226527,94.8993,39.76926979,94.8993,0,0,5.48056735,null,0,0,0,29.07357694,94.8993,245.0303353,94.8993,463.6416038,94.8993,218.6112685,94.8993,null,0,213.0719002,3788.197916,2.1,94.8993,90.0612,45.0429,77.275,4.64693048
UFD000000451077072,TRUE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,1169.80657,58.57375857,null,null,null,null,0,0,0,null
UFD000000474363859,FALSE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,788.8396026,13.83572359,null,null,null,null,0,0,0,null
UFD000000481658256,TRUE,TRUE,80.47474875,99.79301062,687.0719465,99.11999715,772.8670143,99.11999715,85.7950678,99.11999715,38.1381673,9.87163878,1.16618855,0.118135254,38.1381673,2.3849792,3.38763294,288.1262642,99.79301062,1262.070282,99.11999715,1498.206669,99.11999715,236.1363869,99.11999715,null,0,24874.67899,8549.657567,4.4,99.11999715,74.65871477,49.97166626,94.02475785,8.00949261
UFD000000497788858,FALSE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,1169.80657,96.8675,null,null,null,null,0,0,0,null
UFD000000001166763,TRUE,TRUE,0.59515149,49.89199957,58.5674884,49.89199957,74.62603192,49.89199957,16.05854352,49.89199957,1.023104092,0,0.24227105,null,1.023104092,0,0,3.76730293,63.94175577,521.0744017,62.91925168,631.2501833,62.91925168,110.1757816,62.91925168,142.4213223,4.343317373,-227.5568976,2644.934603,2,49.89199957,30.86362345,47.04298817,62.63105052,8.12543626
UFD000000001180489,TRUE,TRUE,34.87431745,54.41440577,184.4578313,52.97526909,260.8837462,52.97526909,76.42591493,52.97526909,9.257892653,1.20777184,5.90462858,4.888860946,9.257892653,0.4182039,6.574110739,91.08992702,81.00813564,248.8315205,78.46454756,411.4764206,78.46454756,162.6449002,78.46454756,131.7398575,8.411529893,-2964.057268,10492.83937,1.8,52.07520869,44.840927,47.56060733,69.91112391,7.78255482
UFD000000001272332,TRUE,TRUE,171.1715094,90.90431856,49.00942138,90.90431856,190.1365042,90.90431856,141.1270828,90.90431856,9.100081094,0.19306181,4.87785944,25.26579151,6.647774826,0,6.295902624,231.2389569,90.90431856,165.8888219,90.90431856,408.747937,90.90431856,242.8591151,90.90431856,null,0,3208.535445,13070.66305,2.2,90.90431856,59.26751787,36.29063304,84.1050557,9.39093809
UFD000000474363847,FALSE,TRUE,0.09295415,18.66116268,28.35002028,18.66116268,38.78414973,18.66116268,10.43412945,18.66116268,0,0,0.02991834,null,0,0,0,1.47863167,29.27504145,407.2417557,21.38335723,524.9899289,21.38335723,117.7481733,21.38335723,null,0,-623.8732432,1857.061372,1.8,17.36616527,4.089691821,18.1490637,20.21905956,3.94672772
UFD000000001414635,TRUE,TRUE,58.30604092,72.81816702,291.4344128,72.14741574,418.1059231,72.14741574,126.6715103,72.14741574,13.14065544,4.60427017,3.68830325,0.801061431,13.14065544,3.12000203,4.769063631,103.8677657,78.069028,402.480289,77.61942672,642.885617,77.61942672,240.405328,77.61942672,207.5752523,5.407179018,-2423.734802,12704.40075,1.9,72.36856574,61.58781124,56.06134845,75.85330559,9.01869327
UFD000000001386633,TRUE,TRUE,87.8260226,98.89646467,752.6646548,97.83049314,851.8498031,97.83049314,99.18514833,97.83049314,35.77421274,10.82455765,2.30503301,0.212944777,35.77421274,1.97138548,2.946586239,300.3680023,99.16536021,1269.188435,97.88155935,1513.136703,97.88155935,243.948268,97.88155935,null,0,26064.5576,9740.435221,4.3,97.88155935,65.94232964,44.88832018,90.71959794,8.48021834
UFD000000001475033,TRUE,TRUE,100.2122778,52.43388974,338.5938661,51.80721922,502.7559882,51.80721922,164.1621221,51.80721922,6.122092207,2.16437245,1.8283317,0.844739869,5.749824655,0.93142849,1.57345933,192.7075508,52.58905279,434.0071819,52.28290193,688.193248,52.28290193,254.186066,52.28290193,199.5780148,7.070954087,5842.668962,15193.17301,2.4,52.12715092,36.89183741,27.80431,46.98637521,6.84696951
UFD000000320140272,TRUE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,54.2407811,96.62804837,null,null,null,null,0,0,0,null
UFD000000001436894,TRUE,TRUE,72.35507629,96.20378591,361.2085304,96.20378591,614.1217923,96.20378591,252.913262,96.20378591,5.435173967,0.01889049,7.73051103,409.2276606,3.733328101,0,1.701845866,86.46342736,96.20378591,350.9417385,96.20378591,668.7671185,96.20378591,317.82538,96.20378591,null,0,12585.90551,20102.10977,2.6,96.20378591,87.18420885,50.51559641,85.92236867,6.39861835
UFD000000001451987,TRUE,TRUE,null,0,null,0,null,0,null,0,11.44331144,7.30995167,0.00959626,0.001312767,11.44331144,2.39978488,6.397506398,2393.949481,11.44331144,5925.946763,5.045805046,6178.904075,5.045805046,252.957312,5.045805046,568.4898413,64.53446453,null,null,null,null,3.214203214,0,6.397506398,0
UFD000000001471563,TRUE,TRUE,116.0051537,14.26711631,182.5929826,14.26711631,315.8133791,14.26711631,133.2203965,14.26711631,3.63669046,0.36106843,0.93319611,2.584540858,3.368568278,0,1.150230652,280.2172297,14.46090386,399.9171109,14.32216987,663.1539876,14.32216987,263.2368767,14.32216987,788.8396026,38.7787504,7031.801289,13808.10606,2.5,14.26711631,2.617278914,4.094066586,12.51795944,13.85751816
UFD000000001300805,FALSE,TRUE,490.93,82.70217745,3422.489114,82.70217745,3697.260747,82.70217745,274.7716333,82.70217745,82.70217745,75.34995387,3.05998057,0.040610251,82.70217745,71.39678979,0,760.4,82.70217745,3547.290633,82.70217745,3832.08185,82.70217745,284.7912172,82.70217745,null,0,156979.626,27043.75748,6.8,82.70217745,0,0,82.70217745,null
UFD000000014743715,TRUE,TRUE,38.99237722,94.1854,267.2680403,89.0526,360.1151934,89.0526,92.84715308,89.0526,7.2437,2.04869553,0.99412424,0.48524743,7.2437,0,0,170.101286,94.1854,457.5172153,90.8473,689.9887882,90.8473,232.4715729,90.8473,255.8351627,1.5889,11345.62167,9795.607548,3,90.8473,72.8106,51.1058,79.6694,8.68480908
UFD000000014741594,TRUE,TRUE,26.16543368,98.01920198,124.2082005,98.01920198,192.2959142,98.01920198,68.08771373,98.01920198,4.088695911,0.55905742,2.86793054,5.129939139,4.088695911,0.0763111,0,90.7872118,98.01920198,322.6159261,98.01920198,571.7968363,98.01920198,249.1809103,98.01920198,null,0,-597.3216391,6511.951678,2,98.01920198,72.97502702,56.68764331,90.94680905,8.72829879
UFD000000320131824,TRUE,TRUE,20.17035925,78.88420075,71.72243837,77.04331955,128.1151043,77.04331955,56.39266596,77.04331955,3.974923049,0.97874323,2.09530496,2.140811702,3.974923049,0.29977803,1.212057894,73.34115548,78.88420075,206.7482281,77.04331955,408.2062105,77.04331955,201.4579824,77.04331955,255.8351627,0.064099791,-992.3806014,7114.778406,1.9,77.04331955,66.61047226,58.80863114,77.36711013,4.96780835
UFD000000001358793,TRUE,TRUE,55.08243036,96.19728229,396.2553541,96.19728229,507.753741,96.19728229,111.4983869,96.19728229,14.85237117,4.20816638,2.06553518,0.490839713,13.89940787,1.84488514,3.083408474,125.3787314,96.19728229,525.3422082,96.19728229,775.9140905,96.19728229,250.5718823,96.19728229,null,0,3458.561317,10372.45406,2.3,96.19728229,73.50194677,56.75873603,90.40535779,9.89181198
UFD000000001372077,TRUE,TRUE,98.95968465,98.76950246,826.6473966,98.66800266,970.9656045,98.66800266,144.3182079,98.66800266,15.58046884,6.85710848,4.19009261,0.611058236,12.57507485,2.18479662,5.403689193,179.9379204,98.76950246,969.0902346,98.66800266,1203.642401,98.66800266,234.5521661,98.66800266,null,0,17466.5209,15707.74675,3,98.66800266,85.15472969,67.76476447,97.98150404,8.40825313
UFD000000001315171,TRUE,TRUE,35.53080095,95.52920447,17.46648643,94.81980518,123.7469491,94.81980518,106.2804626,94.81980518,2.575497425,0.26579133,0.78389484,2.949286721,2.575497425,0,2.575497425,81.15800179,95.52920447,89.86021868,95.52920447,476.3664921,95.52920447,386.5062734,95.52920447,null,0,-2581.824205,7906.386583,1.8,95.52920447,84.61251539,68.37323163,94.81980518,3.20938071
UFD000000001222195,TRUE,TRUE,22.83530494,7.513890284,329.5883575,6.964262731,402.2485014,6.964262731,72.66014389,6.964262731,2.17805482,0.85547317,0.16399048,0.191695644,2.17805482,0.34262037,1.307662966,285.4263724,21.08716509,351.378526,16.81663212,491.735947,16.81663212,140.357421,16.81663212,680.504288,74.05562813,11764.46951,6988.250571,3.4,7.513890284,1.12280951,3.764682981,10.83325543,9.49991695
UFD000000001207150,TRUE,TRUE,17.46255398,99.96999964,89.69738377,99.87209847,150.2904644,99.87209847,60.59308066,99.87209847,8.9417073,0.47768075,6.49451994,13.59594235,8.908806906,0.0985133,0.546206554,81.14744059,99.96999964,268.4169009,99.94939939,503.9751749,99.94939939,235.558274,99.94939939,null,0,457.6561111,6363.472281,2.1,99.94939939,92.5420105,75.66760801,96.26435517,5.4906825
UFD000000001288392,TRUE,TRUE,80.39813957,94.43311962,696.4922713,94.43311962,881.2680691,94.43311962,184.7757978,94.43311962,19.95214403,12.55953645,3.19494891,0.254384302,19.95214403,10.89467509,2.363484781,109.7035286,94.68614732,816.5041553,94.68614732,1054.588186,94.68614732,238.0840312,94.68614732,null,0,6746.335378,18399.66815,2.3,94.43311962,74.5262094,52.29076452,92.66018912,11.61694762
UFD000000001469388,TRUE,TRUE,44.79367601,96.52850281,278.5695807,95.96019599,375.141125,95.96019599,96.57154434,95.96019599,11.96414357,3.9406604,5.08854053,1.29129131,11.73864086,1.85324001,3.549442593,118.7968585,96.52850281,461.9563591,96.2527995,710.1982289,96.2527995,248.2418697,96.2527995,184.8655702,2.18108422,4813.704479,9609.412853,2.5,96.2527995,85.59427159,68.26486364,92.34855265,7.43320492
UFD000000001518420,FALSE,TRUE,44.5030027,56.32992042,275.2559244,56.04969796,372.7190693,56.04969796,97.46314491,56.04969796,6.185801291,3.17204405,2.66948532,0.841566283,6.185801291,1.45174325,1.154523143,143.1352769,56.96854005,410.2502659,56.75731958,632.6563971,56.75731958,222.4061312,56.75731958,305.0055921,7.120592343,2412.552902,10926.95484,2.2,56.05969705,50.10924627,36.00408227,52.94634372,5.17866438
UFD000000001229432,TRUE,TRUE,60.47404329,97.66417052,104.8097184,97.66417052,221.6282275,97.66417052,116.8185091,97.66417052,8.990343705,0.25962041,13.8980085,53.53203356,8.990343705,0,4.38547986,154.6171809,97.66417052,258.3777718,97.66417052,562.1412422,97.66417052,303.7634703,97.66417052,null,0,1955.474627,9958.947445,2.2,97.66417052,89.52536465,51.48534157,91.74640251,11.67077871
UFD000000001460744,TRUE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,192.0934834,41.35361662,null,null,null,null,0,0,0,null
UFD000000447420627,TRUE,TRUE,7.36990914,79.05872809,0.40170369,79.01780388,23.80219772,79.01780388,23.40049403,79.01780388,0,0,20.99932339,null,0,0,0,65.71377204,79.05872809,3.87774966,79.01780561,238.6065047,79.01780561,234.728755,79.01780561,null,0,-311.2097128,2264.605161,1.9,79.01780561,2.063174512,17.26655996,78.84995597,0
UFD000000001459381,TRUE,TRUE,3.41814186,3.082506365,47.64840399,3.082506365,86.12782028,3.082506365,38.47941628,3.082506365,1.268878651,0.98908998,0.25959049,0.262453867,1.231245514,0.25419993,0.732124787,1781.553609,5.06406542,957.8768509,4.725839767,1270.351611,4.725839767,312.4747602,4.725839767,719.195324,54.0640274,-1209.010203,5226.845843,1.9,3.082506365,2.184626247,2.651728052,3.799178346,2.42610597
UFD000000001514136,FALSE,TRUE,51.35461694,58.59346306,253.1534884,58.25258203,350.9754998,58.25258203,97.82201134,58.25258203,8.49837819,2.49035577,2.50321238,1.00516256,8.149738543,0.87846696,2.60395281,182.0762287,59.94256361,464.5628467,59.76778312,703.4623996,59.76778312,238.8995529,59.76778312,302.9791623,6.713108225,4645.90596,9922.830208,2.4,58.39966827,49.88542275,37.07958362,55.59181585,6.44558165
UFD000000001463314,TRUE,TRUE,44.81054934,87.9617828,325.4758689,87.32745095,461.297571,87.32745095,135.8217021,87.32745095,6.688726686,1.98286498,3.56103546,1.795904157,6.277934018,1.05273702,1.292850558,79.13272813,88.19312459,430.846282,87.7961624,677.3945328,87.7961624,246.5482508,87.7961624,165.1374482,0.024715526,7795.837585,13066.61575,2.6,87.57446972,66.70372472,48.44291592,80.44743533,5.82857206
UFD000000001459591,TRUE,TRUE,26.76233409,32.14071463,175.2471618,31.83388507,249.200744,31.83388507,73.95358225,31.83388507,4.078298919,0.54331085,2.76879082,5.096144905,4.078298919,0.00869499,1.645813299,150.8864929,37.80794579,419.7048854,37.03713453,621.6924302,37.03713453,201.9875447,37.03713453,263.1898268,18.05508691,2363.478025,7940.208317,2.3,31.43617345,23.83936179,19.62706422,31.47919886,6.70355496
UFD000000001281327,TRUE,TRUE,33.18030462,4.22502778,157.6017382,4.22502778,212.446294,4.22502778,54.84455575,4.22502778,8.679349694,5.5884549,0.86610806,0.154981668,8.679349694,1.29560148,5.111590109,3473.140149,13.17910201,1403.669019,13.17910201,1772.429082,13.17910201,368.7600635,13.17910201,836.4391212,68.48174081,null,null,null,null,0,0,9.056984367,null
UFD000000001251006,TRUE,TRUE,13.9269052,95.51569103,41.44443802,95.51569103,119.9766342,95.51569103,78.53219615,95.51569103,0,0,9.25387558,null,0,0,0,60.71961587,95.51569103,149.8026453,95.51569103,428.7237883,95.51569103,278.921143,95.51569103,null,0,461.1570783,6344.449606,2.1,95.51569103,52.47980496,32.69636539,85.46177092,7.71099643
UFD000000001457602,TRUE,TRUE,47.64506088,97.46952757,199.4209601,96.95304513,396.7122557,96.95304513,197.2912956,96.95304513,7.00608211,0.89680681,10.06379979,11.22181464,7.00608211,0.01869956,0.120036863,103.6048864,98.07541256,262.6789442,98.05360881,564.05964,98.05360881,301.3806959,98.05360881,190.2341708,0.028468331,2888.561875,13878.48983,2.2,97.46952757,60.88795312,36.75906736,90.16342963,9.73494451
UFD000000001408286,TRUE,TRUE,31.86914858,95.31112836,134.550879,93.33391258,229.4086854,93.33391258,94.85780642,93.33391258,6.123296851,0.89327184,2.91907951,3.267851262,4.171248179,0.55471513,1.952048672,83.39342248,95.31112836,369.2926278,95.31112836,655.0417575,95.31112836,285.7491296,95.31112836,null,0,4268.33121,6932.952433,2.6,95.31112836,55.68392112,25.37583379,88.15288418,2.90728717
UFD000000001393351,TRUE,TRUE,61.67444787,79.4404415,933.5747482,79.4404415,1026.27539,79.4404415,92.70064149,79.4404415,38.46621531,6.05346233,2.63622211,0.435489967,38.46621531,1.32716487,2.846211835,367.8027472,93.46275829,1157.132354,90.79562183,1387.529329,90.79562183,230.3969752,90.79562183,281.6866119,0.786195214,24913.01887,10273.61118,4,78.6749415,48.9092026,50.73455422,84.46198596,7.28518983
UFD000000267541944,TRUE,TRUE,null,0,null,0,null,0,null,0,0,0,0,null,0,0,0,null,0,null,0,null,0,null,0,568.4898413,92.004792,null,null,null,null,0,0,0,null
UFD000000001456408,TRUE,TRUE,26.24196632,88.42770058,114.7041645,88.11037188,199.0682374,88.11037188,84.36407287,88.11037188,7.148630077,0.32215313,3.70649631,11.50538662,6.931121664,0,2.145637136,67.09811138,96.55656591,299.7817511,96.21228573,508.2538004,96.21228573,208.4720493,96.21228573,238.26063,0.962866518,-944.707926,8776.28247,2,87.8831809,72.04559385,64.90974077,91.57423577,5.006959
UFD000000001316930,TRUE,TRUE,349.9556917,90.98960527,2511.032233,89.18015911,2908.171059,89.18015911,397.1388257,89.18015911,45.47638461,31.05845732,3.2859247,0.105798065,45.47638461,23.19677397,2.529541013,221.112348,90.98960527,1256.955877,89.18015911,1501.405911,89.18015911,244.4500338,89.18015911,null,0,46153.13896,46384.2025,2.9,89.18015911,63.1462361,51.38478632,87.09374574,8.98301093
UFD000000001540244,TRUE,TRUE,44.84569442,98.33120229,223.9508028,98.33120229,378.2991364,98.33120229,154.3483337,98.33120229,8.477436522,2.76822394,2.98295287,1.077569205,8.477436522,0,0,81.02669037,98.33120229,437.5015461,98.33120229,694.6866911,98.33120229,257.185145,98.33120229,null,0,1579.325986,16574.87402,2.1,98.33120229,90.10490327,55.51973893,93.71777252,4.11727256
